,trustLevel,totalScanTimeInSeconds,grandTotal,lineItemVoids,scansWithoutRegistration,quantityModifications,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,fraud
1160,6.0,0.4864705882352941,0.39184450455866154,4.0,4.0,2.0,0.35186804864335103,0.2440399242265637,0.12173913043478257,0.0
1162,1.0,0.4135294117647058,0.7803827271816454,2.0,10.0,4.0,0.45962569030510947,0.5582639612291681,0.05384615384615377,1.0
1163,4.0,0.6158823529411764,0.5520488928965035,3.0,2.0,5.0,0.37379848764380597,0.27959013620216855,0.06999999999999994,0.0
1165,1.0,0.24705882352941175,0.7852920549043184,7.0,1.0,3.0,0.3729182194675621,0.850331159084982,0.34999999999999964,0.0
1166,3.0,0.9276470588235294,0.9768560264502557,8.0,5.0,0.0,0.22856815380975196,0.34120029284339065,0.20740740740740699,0.0
1167,6.0,0.43352941176470583,0.30187355976355085,10.0,5.0,5.0,0.5105544364532741,0.20750967821055138,0.23333333333333284,0.0
1170,4.0,0.29999999999999993,0.591724276124637,2.0,4.0,5.0,0.413105688905361,0.5507781438685563,0.07777777777777761,0.0
1172,6.0,0.41294117647058814,0.4688908926961228,0.0,0.0,2.0,0.5323894198766345,0.33584657341057633,0.0,0.0
1173,5.0,0.7052941176470587,0.15058611361587015,4.0,1.0,4.0,0.04740762315187662,0.06755152263998054,0.5599999999999995,0.0
1175,6.0,0.5617647058823529,0.5952309387836892,5.0,4.0,1.0,0.3508563969804237,0.32700070184905844,0.13461538461538428,0.0
1176,3.0,0.8441176470588235,0.4659853722071938,1.0,7.0,1.0,0.06769337998592036,0.17752046979569647,0.08749999999999991,0.0
1177,3.0,0.3258823529411764,0.4382326420198378,2.0,10.0,4.0,0.056732315875566174,0.3817166226987233,0.4666666666666664,0.0
1178,6.0,0.6882352941176471,0.8862839394850217,5.0,1.0,0.0,0.2220249626981005,0.40642004861381964,0.17499999999999982,0.0
1179,2.0,0.4288235294117647,0.5475403266205792,5.0,7.0,2.0,0.11326674380179386,0.37986085147967724,0.4999999999999993,0.0
1180,1.0,0.8511764705882352,0.0006011421701232343,2.0,3.0,0.0,0.2005072655816321,0.00022457089339242276,0.06363636363636356,0.0
1181,6.0,0.30470588235294116,0.4341248371906624,9.0,3.0,3.0,0.19939145573221848,0.39911661678383825,0.6999999999999993,0.0
1183,1.0,0.7,0.13956517383027756,6.0,1.0,4.0,0.3095828908684948,0.06303477712141647,0.14999999999999963,1.0
1185,5.0,0.6705882352941176,0.948201583007715,8.0,1.0,0.0,0.12101123137290717,0.4450770760783236,0.5090909090909084,0.0
1186,4.0,0.5158823529411765,0.11862538823765155,3.0,2.0,2.0,0.08038100192038086,0.07022741782683611,0.34999999999999964,0.0
1187,5.0,0.6223529411764706,0.5147780783488629,0.0,1.0,2.0,0.34496433738290855,0.25830231244952795,0.0,0.0
1188,3.0,0.6111764705882352,0.1983769161406673,4.0,10.0,2.0,0.3764167211936624,0.10116358175620259,0.093333333333333,0.0
1190,2.0,0.26,0.2794309187456167,11.0,6.0,3.0,0.30576896644197354,0.2909971776762638,0.6416666666666663,0.0
1191,1.0,0.4935294117647059,0.06141669171425709,3.0,3.0,1.0,0.14589070436325888,0.03779465234279928,0.20999999999999977,0.0
1192,5.0,0.45529411764705885,0.7819857729686406,1.0,1.0,0.0,0.15702393836335538,0.5155200208959864,0.06999999999999994,0.0
1196,6.0,0.6323529411764706,0.9193467588417995,3.0,4.0,0.0,0.028284469580376524,0.45479368775830437,0.6999999999999993,0.0
1198,2.0,0.948235294117647,0.994589720468891,11.0,9.0,3.0,0.21516890996719668,0.3404178839827208,0.2961538461538458,1.0
1200,3.0,0.6688235294117647,0.7343953511672179,7.0,6.0,4.0,0.20432464874692516,0.34553553663506004,0.27222222222222203,0.0
1203,5.0,0.3729411764705882,0.5341148181544937,6.0,10.0,0.0,0.3446667890581978,0.4165682392273597,0.23333333333333284,0.0
1204,4.0,0.33705882352941174,0.7776775874160907,0.0,2.0,2.0,0.09767061448893177,0.6590675675885962,0.0,0.0
1205,3.0,0.7217647058823529,0.8053301272417596,6.0,1.0,3.0,0.06838626767027699,0.35379541664542685,0.5999999999999993,0.0
1207,5.0,0.7111764705882353,0.23564773068830783,5.0,7.0,2.0,0.22651845417670297,0.1049177439348773,0.16666666666666644,0.0
1208,2.0,0.39941176470588236,0.22532812343452563,9.0,7.0,3.0,0.19507253209188996,0.16599350577721445,0.572727272727272,0.0
1209,1.0,0.8652941176470588,0.30908726580502965,3.0,9.0,4.0,0.17859544793657586,0.1151012605898787,0.10499999999999989,1.0
1210,1.0,0.43529411764705883,0.9008115419296666,2.0,5.0,5.0,0.025407343533985653,0.6170343412705417,0.6999999999999993,0.0
1211,4.0,0.6052941176470588,0.9857729686404171,9.0,2.0,4.0,0.25012080888140464,0.5069931631981324,0.31499999999999967,0.0
1213,6.0,0.9835294117647059,0.8665464382326422,0.0,7.0,5.0,0.07427540124040274,0.28672045231737964,0.0,0.0
1214,1.0,0.8535294117647059,0.5201883578799721,5.0,0.0,2.0,0.25700325962222226,0.1961651104392319,0.12500000000000017,1.0
1215,2.0,0.1111764705882353,0.0702334435427312,8.0,4.0,4.0,0.6487007374089718,0.13108483953796496,0.39999999999999925,0.0
1216,3.0,0.21235294117647055,0.4373309287646529,10.0,6.0,4.0,0.7854598364232233,0.5303775767969245,0.2692307692307692,0.0
1218,1.0,0.4405882352941176,0.7849914838192568,9.0,9.0,3.0,0.40095075966197763,0.5322043198715466,0.26249999999999973,1.0
1219,4.0,0.9429411764705883,0.17453161005911233,0.0,0.0,2.0,0.17297702998952477,0.06004192847646676,0.0,0.0
1220,5.0,0.9941176470588234,0.009818655445346158,0.0,3.0,2.0,0.1147357083944148,0.0032089847037914663,0.0,0.0
1221,6.0,0.7876470588235294,0.06963230137260797,5.0,1.0,1.0,0.2159083179199101,0.028259761663743093,0.15909090909090873,0.0
1222,6.0,0.6876470588235294,0.1913635908225629,1.0,0.0,1.0,0.22220276510711667,0.0878246588547953,0.03499999999999997,0.0
1223,3.0,0.8388235294117646,0.8247670574090774,3.0,7.0,4.0,0.039166547478381886,0.31601921715905296,0.41999999999999954,0.0
1224,5.0,0.24647058823529408,0.7649534114818156,11.0,1.0,3.0,0.5376404025568713,0.829815887906368,0.3849999999999996,0.0
1225,3.0,0.808235294117647,0.6489329726480314,2.0,0.0,0.0,0.2606281694476185,0.25723833667591,0.051851851851851816,0.0
1227,1.0,0.15823529411764703,0.4903316300971848,11.0,9.0,1.0,0.3291886971421581,0.7314225801066491,0.8555555555555532,0.0
1229,6.0,0.7529411764705882,0.5596633603847311,2.0,5.0,4.0,0.299910860626276,0.23663388956906628,0.04827586206896546,0.0
1231,3.0,0.6035294117647059,0.5952309387836892,9.0,5.0,2.0,0.38074857389272393,0.3069316172237126,0.20999999999999977,0.0
1232,5.0,0.5429411764705883,0.9862739204488531,8.0,2.0,4.0,0.2904578035458021,0.5582687210557581,0.26666666666666644,0.0
1233,6.0,0.47235294117647053,0.15709848712553853,9.0,10.0,2.0,0.29675051796908175,0.1003691561125125,0.33157894736842086,0.0
1235,2.0,0.5529411764705882,0.8664462478709549,11.0,4.0,3.0,0.2716635437399157,0.48265817627392316,0.3849999999999996,0.0
1236,6.0,0.5435294117647058,0.750025047590422,10.0,3.0,0.0,0.26166984391599596,0.42414424442874304,0.36842105263157837,0.0
1237,5.0,0.5829411764705882,0.01783388438032262,6.0,5.0,1.0,0.2320988478506381,0.009495282721389563,0.23333333333333284,0.0
1238,2.0,0.24411764705882352,0.5630698326820961,8.0,4.0,5.0,0.26626389541755807,0.6153072817936025,0.5599999999999995,0.0
1239,6.0,0.37882352941176467,0.38362889490031066,2.0,3.0,2.0,0.02968405218616927,0.29535012531775373,0.6999999999999993,0.0
1241,3.0,0.6147058823529411,0.2196172728183549,3.0,10.0,4.0,0.05480981022235722,0.11142250722999315,0.41999999999999954,0.0
1242,1.0,0.20176470588235293,0.6557459172427613,3.0,10.0,5.0,0.6887487841537567,0.8254220413799112,0.0954545454545451,0.0
1243,1.0,0.4911764705882353,0.4806131650135258,10.0,4.0,1.0,0.11540241663724098,0.296840739473744,0.8749999999999991,0.0
1244,1.0,0.6794117647058823,0.35597635507464187,5.0,6.0,2.0,0.04934163159330781,0.16514655119441393,0.6999999999999993,0.0
1245,4.0,0.388235294117647,0.7883979561166218,1.0,6.0,3.0,0.4470899943685967,0.5946595071739925,0.02916666666666666,0.0
1247,5.0,0.2970588235294117,0.3780182346458272,2.0,9.0,1.0,0.5109902206088104,0.3546458182468792,0.06363636363636356,0.0
1248,2.0,0.6647058823529411,0.895701833483619,7.0,0.0,0.0,0.33667085622290405,0.42376899270859,0.16896551724137943,0.0
1249,3.0,0.4782352941176471,0.8763650936779884,3.0,4.0,4.0,0.18201565366930933,0.5538660116927495,0.17499999999999982,0.0
1251,1.0,0.6558823529411765,0.6271916641619077,1.0,9.0,4.0,0.20809330203017723,0.3003078843356218,0.03888888888888888,0.0
1252,3.0,0.4235294117647058,0.9391844504558663,2.0,8.0,3.0,0.11456106132872797,0.6584377231160655,0.19999999999999998,0.0
1254,2.0,0.806470588235294,0.8048291754333236,10.0,5.0,5.0,0.09098742830378317,0.319673416201695,0.6999999999999993,0.0
1257,2.0,0.6235294117647059,0.3906422202184151,9.0,7.0,4.0,0.12975208110560923,0.19568725890170868,0.572727272727272,0.0
1258,2.0,0.9041176470588235,0.50556056507364,1.0,5.0,0.0,0.16215362573169012,0.1808171243891471,0.03684210526315784,0.0
1261,1.0,0.906470588235294,0.5439334735998398,6.0,0.0,3.0,0.05383100862626077,0.19407630425834485,0.5999999999999993,0.0
1262,1.0,0.971764705882353,0.9501051998797718,3.0,0.0,4.0,0.2185701312565084,0.3178956032484779,0.07777777777777761,1.0
1263,6.0,0.6964705882352941,0.987676585512474,3.0,7.0,3.0,0.02518417482164137,0.4480923595168978,0.6999999999999993,0.0
1266,6.0,0.5576470588235294,0.7626490331630098,10.0,2.0,4.0,0.31138673971138375,0.4216890732652144,0.3043478260869561,0.0
1267,5.0,0.6247058823529411,0.4363290251477809,3.0,2.0,3.0,0.20513969536409576,0.21820586712932194,0.12352941176470567,0.0
1268,5.0,0.6105882352941177,0.3557759743512675,6.0,1.0,4.0,0.36388436377003464,0.1815771325841557,0.14482758620689645,0.0
1269,2.0,0.34411764705882353,0.34295160805530517,2.0,8.0,4.0,0.3688783294855221,0.2857977646459842,0.07777777777777761,0.0
1270,3.0,0.8623529411764705,0.11652139064222024,10.0,2.0,4.0,0.08503249295875004,0.04352543437643437,0.6999999999999993,0.0
1272,5.0,0.9094117647058823,0.8822763250175334,5.0,7.0,5.0,0.2508937336813577,0.31386185741199507,0.12068965517241348,0.0
1273,1.0,0.029411764705882346,0.2598937982166116,1.0,7.0,1.0,0.07395288467032525,0.8569154524574366,0.6999999999999993,0.0
1275,3.0,0.4388235294117647,0.6748822763250177,7.0,3.0,1.0,0.43664281008721206,0.4591222327043782,0.1884615384615381,0.0
1276,2.0,0.9835294117647059,0.1438733593828274,11.0,0.0,5.0,0.22438382771399712,0.04759821925718352,0.27499999999999986,1.0
1277,6.0,0.918235294117647,0.5416290952810341,0.0,2.0,0.0,0.1241784685521033,0.19096927123490065,0.0,0.0
1279,5.0,0.4329411764705883,0.7413084861236351,0.0,2.0,4.0,0.11227863031878105,0.5101264349776695,0.0,0.0
1280,2.0,0.9929411764705881,0.6025448351868551,0.0,7.0,3.0,0.2388619417816662,0.1976120911683749,0.0,1.0
1281,6.0,0.6694117647058823,0.8166516381124137,3.0,8.0,4.0,0.16861068107703936,0.3839338485829004,0.13999999999999987,0.0
1282,2.0,0.59,0.26330027051397664,5.0,6.0,5.0,0.36213765118565006,0.13853199531438795,0.12500000000000017,0.0
1284,2.0,0.7464705882352941,0.44444444444444453,10.0,1.0,2.0,0.2915990453460624,0.18939482401172628,0.24999999999999964,1.0
1285,1.0,0.4123529411764706,0.7496242861436732,6.0,10.0,3.0,0.26196105066067993,0.5375506464152684,0.27999999999999975,0.0
1286,4.0,0.6058823529411764,0.5858130447850918,4.0,0.0,1.0,0.1462912440877699,0.3010345610665817,0.23333333333333284,0.0
1288,2.0,0.9447058823529412,0.6245867147580404,4.0,0.0,4.0,0.11206896399867543,0.2145133107440048,0.19999999999999998,0.0
1290,1.0,0.37882352941176467,0.5494439434926361,0.0,6.0,3.0,0.010282941581732182,0.4229928446325157,0.0,0.0
1291,4.0,0.598235294117647,0.8904919346758844,11.0,2.0,0.0,0.12185622747937194,0.4627779853025399,0.7699999999999992,0.0
1293,2.0,0.45882352941176474,0.9239555154794111,1.0,3.0,4.0,0.28796799226367387,0.6050962486929007,0.03888888888888888,0.0
1296,5.0,0.5511764705882353,0.41198276725778993,6.0,1.0,3.0,0.1175885224248098,0.23014982219922592,0.4666666666666664,0.0
1297,3.0,0.5429411764705883,0.8955014527602446,5.0,6.0,3.0,0.2761922810425394,0.5068895209050673,0.17499999999999982,0.0
1298,5.0,0.9376470588235294,0.22122031860535019,6.0,0.0,3.0,0.16521065090121842,0.07650257807525997,0.20999999999999977,0.0
1299,4.0,0.3005882352941176,0.5043582807333936,8.0,4.0,2.0,0.3890276755465348,0.46873415868385865,0.32941176470588224,0.0
1300,5.0,0.4523529411764706,0.24777076445245969,2.0,2.0,2.0,0.25818602152731096,0.16426675129974377,0.08749999999999991,0.0
1302,4.0,0.2164705882352941,0.6349063220118226,0.0,4.0,1.0,0.0812777872003711,0.7591511040308906,0.0,0.0
1303,2.0,0.6270588235294118,0.7546338042280334,5.0,1.0,0.0,0.21698499967561666,0.37612025075108013,0.19444444444444442,0.0
1304,2.0,0.4052941176470588,0.798717563370404,7.0,4.0,1.0,0.41261938771398066,0.581135411273042,0.21304347826086967,0.0
1305,1.0,0.9405882352941176,0.4499549143372409,7.0,8.0,3.0,0.12994181450042533,0.1551600217055777,0.3062499999999997,0.0
1306,6.0,0.8505882352941176,0.8109407874962431,7.0,4.0,2.0,0.048088656792533734,0.30678030198677,0.8166666666666682,0.0
1307,4.0,0.6147058823529411,0.4252078950005011,6.0,6.0,0.0,0.11873778946741784,0.21571901982132932,0.41999999999999954,0.0
1308,6.0,0.3847058823529411,0.16230838593327326,4.0,1.0,3.0,0.08665164447053325,0.123387256151825,0.5599999999999995,0.0
1309,3.0,0.74,0.9837691614066729,1.0,4.0,1.0,0.2182058591178329,0.4225394754529216,0.03333333333333329,0.0
1313,1.0,0.17058823529411762,0.06802925558561267,9.0,9.0,2.0,0.9908915699708172,0.09650370609460894,0.22499999999999948,1.0
1315,5.0,0.8364705882352941,0.6121631099088269,0.0,9.0,3.0,0.18451815703574204,0.2351611884722695,0.0,0.0
1316,3.0,0.9647058823529412,0.34034665865143776,11.0,5.0,0.0,0.15219258967313432,0.11464387918640331,0.40526315789473666,0.0
1317,4.0,0.7164705882352941,0.5414287145576596,11.0,10.0,0.0,0.11348707034187774,0.23944728009397678,0.6999999999999993,0.0
1318,4.0,0.5970588235294118,0.07053401462779281,1.0,6.0,3.0,0.10896450677654934,0.03673032071887816,0.07777777777777761,0.0
1319,1.0,0.13294117647058823,0.5437330928764654,6.0,10.0,4.0,0.6647579416075834,0.9087658180156181,0.26249999999999973,0.0
1320,1.0,0.9935294117647059,0.03406472297364994,10.0,10.0,1.0,0.21394130317390805,0.011158511623462928,0.25925925925925875,1.0
1321,4.0,0.9047058823529411,0.09518084360284541,11.0,0.0,5.0,0.18907771821854372,0.03401779715438645,0.34999999999999964,0.0
1322,6.0,0.43529411764705883,0.9963931469792607,4.0,10.0,3.0,0.4051879816575712,0.6825024766744177,0.11666666666666678,0.0
1324,3.0,0.7723529411764706,0.17783789199479014,5.0,7.0,5.0,0.2616106250766012,0.07347434674035504,0.13461538461538428,0.0
1325,4.0,0.3935294117647058,0.948301773369402,7.0,10.0,1.0,0.1976249158558231,0.7072148106051862,0.44545454545454477,0.0
1326,4.0,0.39941176470588236,0.8016230838593329,4.0,5.0,4.0,0.45495160623773767,0.5904504183588757,0.11199999999999989,0.0
1328,1.0,0.9541176470588234,0.14427412082957622,5.0,1.0,1.0,0.08523121369425109,0.049093386954903326,0.3181818181818182,0.0
1330,1.0,0.8105882352941176,0.7718665464382327,9.0,5.0,0.0,0.08055893267772345,0.30515845601838326,0.6999999999999993,0.0
1332,3.0,0.8194117647058823,0.3514677887987177,1.0,8.0,0.0,0.04021208267820928,0.137584681734637,0.13999999999999987,0.0
1333,2.0,0.36941176470588233,0.6618575293056809,10.0,9.0,0.0,0.3474635080944095,0.5202695536328421,0.38888888888888884,0.0
1334,2.0,0.4711764705882353,0.3491634104799119,1.0,8.0,4.0,0.05541342204355488,0.22352823527167423,0.17499999999999982,0.0
1335,4.0,0.7123529411764705,0.0073138964031660165,8.0,1.0,5.0,0.19255507459271304,0.0032553588176154865,0.31111111111111045,0.0
1338,6.0,0.27294117647058824,0.3614868249674382,1.0,9.0,2.0,0.36993714320683263,0.36251088994235575,0.04666666666666664,0.0
1341,1.0,0.6958823529411764,0.32662057910029063,3.0,10.0,5.0,0.2540666076318488,0.14829836637426208,0.09130434782608711,1.0
1342,2.0,0.12,0.2490732391543934,2.0,2.0,2.0,0.26018082891947447,0.4437016196739784,0.23333333333333284,0.0
1343,6.0,0.30117647058823527,0.3598837791804429,11.0,10.0,5.0,0.38840847516617794,0.33395905974674933,0.45294117647058796,0.0
1344,5.0,0.82,0.06522392545837091,0.0,7.0,3.0,0.02046057337422441,0.025514516673130434,0.0,0.0
1345,4.0,0.7364705882352941,0.6736799919847712,5.0,0.0,5.0,0.19744824721035986,0.290609109232251,0.18421052631578919,0.0
1346,3.0,0.7952941176470588,0.8691513876365096,0.0,5.0,2.0,0.14296403649083333,0.3496453403292962,0.0,0.0
1347,2.0,0.72,0.7638513175032563,8.0,1.0,0.0,0.14623389744086548,0.3363162934357532,0.39999999999999925,0.0
1348,6.0,0.488235294117647,0.5140767458170525,4.0,7.0,2.0,0.46026353914914764,0.3191595166800436,0.093333333333333,0.0
1349,5.0,0.5329411764705883,0.7950105199879773,4.0,7.0,3.0,0.034379981561012816,0.45738732660072423,0.93333333333333,0.0
1350,1.0,0.47235294117647053,0.012623985572587919,6.0,4.0,0.0,0.28065216602214516,0.008086914271739073,0.23333333333333284,0.0
1352,2.0,0.6835294117647058,0.9777577397054404,8.0,10.0,4.0,0.16531176970627848,0.45114067341592057,0.37333333333333274,0.0
1353,6.0,0.8370588235294117,0.552850415790001,5.0,2.0,1.0,0.07796210540840501,0.2122394472699113,0.38888888888888884,0.0
1355,3.0,0.41294117647058814,0.7548341849514077,3.0,9.0,1.0,0.1352838546837861,0.5406365609824197,0.26249999999999973,0.0
1356,4.0,0.8958823529411765,0.7160605149784592,8.0,10.0,2.0,0.15451272150443662,0.2582739248108609,0.31111111111111045,0.0
1359,6.0,0.9558823529411765,0.0368700531008917,7.0,9.0,0.0,0.14500796590434048,0.012519767514380449,0.27222222222222203,0.0
1360,6.0,0.8794117647058823,0.34545636709748534,7.0,8.0,1.0,0.2220605013099884,0.12674574398798433,0.1959999999999998,0.0
1361,4.0,0.4811764705882353,0.13425508466085564,5.0,3.0,3.0,0.32360372253388653,0.0844216074656425,0.16666666666666644,0.0
1362,3.0,0.9029411764705881,0.04999499048191565,2.0,3.0,3.0,0.25261049894530935,0.01789827805989758,0.04827586206896546,0.0
1363,2.0,0.9752941176470588,0.4385332131048994,0.0,6.0,1.0,0.09173724105066663,0.14623275829564758,0.0,0.0
1364,2.0,0.3852941176470588,0.30407774772066937,10.0,3.0,3.0,0.12478898750282846,0.23083551918546144,0.9999999999999999,0.0
1366,3.0,0.7594117647058823,0.4753030758441039,3.0,6.0,3.0,0.2657991155619625,0.19941049237870204,0.08076923076923041,0.0
1367,2.0,0.926470588235294,0.2717162608957019,4.0,9.0,3.0,0.026135900657103944,0.09501344809004378,0.6999999999999993,0.0
1368,2.0,0.6876470588235294,0.9976956216811945,0.0,9.0,1.0,0.32629718546553527,0.45786099113926365,0.0,1.0
1369,6.0,0.4358823529411765,0.9142370503957522,7.0,9.0,1.0,0.4047128599251392,0.6255118748832069,0.20416666666666672,0.0
1370,2.0,0.9776470588235294,0.06712754233042782,5.0,7.0,0.0,0.21730025785840848,0.02232818516462952,0.12962962962962937,0.0
1371,1.0,0.7911764705882353,0.6450255485422304,9.0,8.0,4.0,0.1742459860802024,0.26071392610563215,0.34999999999999964,1.0
1373,6.0,0.2735294117647058,0.7849914838192568,7.0,0.0,2.0,0.11702160210513396,0.7858243721609549,0.979999999999999,0.0
1375,1.0,0.8147058823529412,0.987676585512474,1.0,8.0,1.0,0.2785071349579764,0.3886763169308268,0.02413793103448277,1.0
1376,5.0,0.9323529411764705,0.9464983468590323,4.0,5.0,2.0,0.06097908374390775,0.32905523171587153,0.34999999999999964,0.0
1377,6.0,0.7799999999999999,0.877166616571486,5.0,2.0,3.0,0.17663714527509283,0.3591673825543816,0.19444444444444442,0.0
1378,5.0,0.868235294117647,0.6768860835587617,8.0,8.0,2.0,0.0657336578270195,0.25128563852825136,0.6999999999999993,0.0
1379,3.0,0.17999999999999997,0.4170924757038374,1.0,7.0,4.0,0.09410284277435575,0.5695057230921402,0.23333333333333284,0.0
1380,5.0,0.38235294117647056,0.45636709748522203,2.0,9.0,1.0,0.41442720332767036,0.3486437540860443,0.06363636363636356,0.0
1381,2.0,0.5694117647058823,0.06873058811742311,5.0,9.0,3.0,0.1140144483257444,0.03732388887267173,0.38888888888888884,0.0
1384,1.0,0.6758823529411765,0.14667868951006915,10.0,0.0,3.0,0.10834949284009573,0.06837065273151327,0.6999999999999993,0.0
1385,4.0,0.961764705882353,0.8366897104498549,7.0,1.0,5.0,0.1952196889855174,0.28264232183737426,0.20416666666666672,0.0
1386,1.0,0.04823529411764704,0.29315699829676395,4.0,7.0,0.0,0.9085634710697751,0.8213370523188732,0.21538461538461537,0.0
1387,2.0,0.9988235294117646,0.40446849013124947,4.0,8.0,1.0,0.048427498024353456,0.13192247650079886,0.39999999999999925,0.0
1388,2.0,0.47411764705882353,0.03877366997294861,8.0,5.0,3.0,0.3118180256077826,0.024710372210916178,0.27999999999999975,0.0
1389,4.0,0.9564705882352941,0.7604448452058913,5.0,10.0,2.0,0.05934334819272279,0.25820148424448336,0.43749999999999956,0.0
1391,1.0,0.3458823529411764,0.529405871155195,2.0,7.0,2.0,0.5555108148407647,0.43931470503020975,0.051851851851851816,1.0
1392,4.0,0.9988235294117646,0.6977256787897006,11.0,8.0,4.0,0.11419397464956173,0.22757771727971937,0.5133333333333325,0.0
1393,5.0,0.8729411764705882,0.9966937180643224,6.0,10.0,0.0,0.10260339668705415,0.36817881332500974,0.34999999999999964,0.0
1397,5.0,0.39411764705882346,0.5036569482015831,8.0,6.0,0.0,0.23490953302435932,0.3751591410559558,0.43076923076923007,0.0
1399,3.0,0.6452941176470588,0.07313896403166016,2.0,8.0,4.0,0.33371904605569425,0.03554047160323388,0.049999999999999926,0.0
1401,2.0,0.46176470588235297,0.1703236148682497,8.0,0.0,5.0,0.18785817226688106,0.11095574444668317,0.4666666666666664,0.0
1402,5.0,0.4676470588235294,0.27973148983067836,9.0,9.0,5.0,0.2831555814436989,0.18024446584838083,0.34999999999999964,0.0
1403,4.0,0.44294117647058817,0.8988077346959225,4.0,8.0,3.0,0.21199742977786004,0.6066073962866786,0.21538461538461537,0.0
1404,2.0,0.6129411764705882,0.9315699829676386,0.0,8.0,5.0,0.28570262937804736,0.4738062604567557,0.0,0.0
1405,1.0,0.9435294117647058,0.07584410379721472,10.0,3.0,4.0,0.1382072674115614,0.026073185637593636,0.4117647058823525,0.0
1406,1.0,0.3035294117647058,0.8577296864041681,4.0,2.0,2.0,0.2697540545031996,0.7909488788115903,0.23333333333333284,0.0
1407,2.0,0.24823529411764703,0.43382426610560076,5.0,0.0,3.0,0.09964031718661415,0.4680854665944034,0.8749999999999991,0.0
1408,1.0,0.3052941176470588,0.8488127442140069,1.0,0.0,5.0,0.17593857828115236,0.7791139550646581,0.08749999999999991,0.0
1409,4.0,0.918235294117647,0.6120629195471398,6.0,5.0,4.0,0.15972423857205306,0.2158037310888661,0.22105263157894747,0.0
1410,6.0,0.6829411764705882,0.7848912934575695,11.0,5.0,5.0,0.0956207988301946,0.3624329031234243,0.8555555555555532,0.0
1411,1.0,0.45999999999999996,0.9518084360284543,8.0,0.0,0.0,0.45200351785163595,0.6219707476078938,0.19999999999999998,1.0
1412,2.0,0.3211764705882353,0.017533313295261,6.0,5.0,0.0,0.2351868057229698,0.015498445904038217,0.3818181818181811,0.0
1413,4.0,0.896470588235294,0.8327822863440538,6.0,8.0,0.0,0.09081806535966577,0.30019318794214983,0.3818181818181811,0.0
1414,6.0,0.6405882352941176,0.8555254984470496,3.0,0.0,3.0,0.07715316296833466,0.41836531402291705,0.3,0.0
1415,6.0,0.7676470588235293,0.7219717463180043,0.0,6.0,5.0,0.14794165742337928,0.29994462515524356,0.0,0.0
1416,5.0,0.5876470588235294,0.5575593627892997,7.0,3.0,3.0,0.110636473867513,0.29437752485777163,0.5444444444444441,0.0
1417,6.0,0.3347058823529412,0.5687806832982668,5.0,10.0,3.0,0.48491725458312673,0.4847979230957143,0.15217391304347805,0.0
1419,3.0,0.19941176470588232,0.48051297465183856,11.0,5.0,1.0,0.8546440424620495,0.6100181043497066,0.2851851851851846,0.0
1420,1.0,0.6758823529411765,0.15549544133854326,5.0,2.0,5.0,0.061362428094976086,0.07247999631972454,0.5833333333333325,0.0
1421,4.0,0.7988235294117647,0.20579100290552052,9.0,3.0,0.0,0.13225325479068556,0.08245238018175984,0.4499999999999997,0.0
1422,6.0,0.8723529411764706,0.5129746518384932,7.0,4.0,5.0,0.27035879600403007,0.18960861383698885,0.16333333333333294,0.0
1424,6.0,0.31294117647058817,0.5793006712754234,6.0,9.0,3.0,0.42177376710147063,0.5213214720426574,0.22105263157894747,0.0
1426,1.0,0.7023529411764705,0.38162508766656655,10.0,7.0,1.0,0.26322949682070695,0.17183289319739803,0.29166666666666663,1.0
1427,2.0,0.8205882352941176,0.8009217513275225,10.0,0.0,1.0,0.13867862703009698,0.31311754829887356,0.4666666666666664,0.0
1428,5.0,0.17823529411764702,0.06342049894800121,2.0,6.0,2.0,0.3373302346279487,0.08727651683615846,0.13999999999999987,0.0
1429,3.0,0.3058823529411765,0.4925358180543033,3.0,7.0,0.0,0.10636463219417913,0.4514191040914787,0.41999999999999954,0.0
1430,2.0,0.7805882352941176,0.10409778579300673,7.0,7.0,1.0,0.20744772609883638,0.042595334429006586,0.23333333333333284,0.0
1431,5.0,0.6294117647058823,0.7957118525197878,2.0,5.0,2.0,0.16615414576342194,0.3952726133955003,0.09999999999999999,0.0
1432,5.0,0.5964705882352941,0.1106101593026751,4.0,1.0,3.0,0.10906763575104698,0.05764357753015054,0.31111111111111045,0.0
1434,1.0,0.9805882352941176,0.7810840597134557,4.0,6.0,4.0,0.14140768911516596,0.2591609743004469,0.15555555555555522,0.0
1435,5.0,0.9905882352941177,0.6191764352269313,9.0,3.0,2.0,0.1979873505150142,0.20351446448029453,0.2519999999999997,0.0
1438,4.0,0.9294117647058823,0.3841298467087467,2.0,3.0,5.0,0.25451468986283105,0.13393175155362244,0.04666666666666664,0.0
1439,5.0,0.24823529411764703,0.41318505159803637,10.0,10.0,0.0,0.6978119913378669,0.445819485225433,0.2692307692307692,0.0
1441,1.0,0.4476470588235294,0.9479010119226533,10.0,6.0,0.0,0.2942960607215667,0.6340011504169502,0.38888888888888884,0.0
1443,6.0,0.3052941176470588,0.326320008015229,9.0,3.0,0.0,0.4303916058239538,0.29955643198724763,0.33157894736842086,0.0
1445,4.0,0.918235294117647,0.7029355775974353,3.0,9.0,3.0,0.15083779606706524,0.24784477673260275,0.11666666666666678,0.0
